outer_fold,model,candidate_id,parameters_json,inner_fold,f2,inner_train_n,inner_validation_n
5,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",3,0.7394366197183099,242,60
5,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",4,0.7586206896551724,242,60
5,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",5,0.7718120805369127,242,60
5,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",1,0.7615894039735099,241,61
5,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",2,0.738255033557047,241,61
5,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",3,0.7394366197183099,242,60
5,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",4,0.7586206896551724,242,60
5,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",5,0.7718120805369127,242,60
5,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",1,0.7615894039735099,241,61
5,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",2,0.738255033557047,241,61
5,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",3,0.7394366197183099,242,60
5,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",4,0.7586206896551724,242,60
5,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",5,0.7718120805369127,242,60
5,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",1,0.7615894039735099,241,61
5,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",2,0.738255033557047,241,61
5,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",3,0.7394366197183099,242,60
5,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",4,0.7586206896551724,242,60
5,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",5,0.7718120805369127,242,60
5,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",1,0.7615894039735099,241,61
5,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",2,0.738255033557047,241,61
5,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",3,0.7394366197183099,242,60
5,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",4,0.7586206896551724,242,60
5,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",5,0.7718120805369127,242,60
5,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1,0.4368932038834951,241,61
5,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",2,0.4824561403508772,241,61
5,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",3,0.35353535353535354,242,60
5,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",4,0.6756756756756757,242,60
5,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",5,0.5,242,60
5,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",1,0.4326923076923077,241,61
5,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",2,0.37383177570093457,241,61
5,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",3,0.3645833333333333,242,60
5,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",4,0.5607476635514018,242,60
5,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",5,0.5803571428571429,242,60
5,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",1,0.4326923076923077,241,61
5,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",2,0.45871559633027525,241,61
5,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",3,0.30927835051546393,242,60
5,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",4,0.5607476635514018,242,60
5,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",5,0.4166666666666667,242,60
5,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",1,0.47619047619047616,241,61
5,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",2,0.37383177570093457,241,61
5,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",3,0.3645833333333333,242,60
5,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",4,0.6018518518518519,242,60
5,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",5,0.5803571428571429,242,60
5,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",1,0.33980582524271846,241,61
5,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",2,0.5045871559633027,241,61
5,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",3,0.21052631578947367,242,60
5,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",4,0.6363636363636364,242,60
5,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",5,0.4166666666666667,242,60
5,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",1,0.4716981132075472,241,61
5,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",2,0.5701754385964912,241,61
5,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",3,0.44642857142857145,242,60
5,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",4,0.6086956521739131,242,60
5,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",5,0.7024793388429752,242,60
5,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",1,0.4716981132075472,241,61
5,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",2,0.5701754385964912,241,61
5,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",3,0.45045045045045046,242,60
5,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",4,0.5652173913043478,242,60
5,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",5,0.635593220338983,242,60
5,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",1,0.46296296296296297,241,61
5,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",2,0.5652173913043478,241,61
5,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",3,0.44642857142857145,242,60
5,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",4,0.5701754385964912,242,60
5,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",5,0.5982905982905983,242,60
5,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",1,0.4672897196261682,241,61
5,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",2,0.5555555555555556,241,61
5,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",3,0.45045045045045046,242,60
5,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",4,0.5701754385964912,242,60
5,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",5,0.5982905982905983,242,60
5,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",1,0.5092592592592593,241,61
5,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",2,0.5172413793103449,241,61
5,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",3,0.45871559633027525,242,60
5,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",4,0.5555555555555556,242,60
5,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",5,0.603448275862069,242,60
6,Logistic Regression,1,"{""C"": 0.01}",1,0.6140350877192983,241,61
6,Logistic Regression,1,"{""C"": 0.01}",2,0.646551724137931,241,61
6,Logistic Regression,1,"{""C"": 0.01}",3,0.6779661016949152,242,60
6,Logistic Regression,1,"{""C"": 0.01}",4,0.6637168141592921,242,60
6,Logistic Regression,1,"{""C"": 0.01}",5,0.7142857142857143,242,60
6,Logistic Regression,2,"{""C"": 0.1}",1,0.49107142857142855,241,61
6,Logistic Regression,2,"{""C"": 0.1}",2,0.5932203389830508,241,61
6,Logistic Regression,2,"{""C"": 0.1}",3,0.6896551724137931,242,60
6,Logistic Regression,2,"{""C"": 0.1}",4,0.6956521739130435,242,60
6,Logistic Regression,2,"{""C"": 0.1}",5,0.7723577235772358,242,60
6,Logistic Regression,3,"{""C"": 1.0}",1,0.5405405405405406,241,61
6,Logistic Regression,3,"{""C"": 1.0}",2,0.5084745762711864,241,61
6,Logistic Regression,3,"{""C"": 1.0}",3,0.6696428571428571,242,60
6,Logistic Regression,3,"{""C"": 1.0}",4,0.6896551724137931,242,60
6,Logistic Regression,3,"{""C"": 1.0}",5,0.8467741935483871,242,60
6,Logistic Regression,4,"{""C"": 10.0}",1,0.46296296296296297,241,61
6,Logistic Regression,4,"{""C"": 10.0}",2,0.47413793103448276,241,61
6,Logistic Regression,4,"{""C"": 10.0}",3,0.6578947368421053,242,60
6,Logistic Regression,4,"{""C"": 10.0}",4,0.7264957264957265,242,60
6,Logistic Regression,4,"{""C"": 10.0}",5,0.76,242,60
6,Logistic Regression,5,"{""C"": 100.0}",1,0.46296296296296297,241,61
6,Logistic Regression,5,"{""C"": 100.0}",2,0.47413793103448276,241,61
6,Logistic Regression,5,"{""C"": 100.0}",3,0.6578947368421053,242,60
6,Logistic Regression,5,"{""C"": 100.0}",4,0.7264957264957265,242,60
6,Logistic Regression,5,"{""C"": 100.0}",5,0.76,242,60
6,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",1,0.38095238095238093,241,61
6,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",2,0.6194690265486725,241,61
6,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",3,0.5357142857142857,242,60
6,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",4,0.4672897196261682,242,60
6,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",5,0.5855855855855856,242,60
6,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",1,0.45871559633027525,241,61
6,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",2,0.6521739130434783,241,61
6,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",3,0.603448275862069,242,60
6,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",4,0.5701754385964912,242,60
6,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",5,0.635593220338983,242,60
6,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",1,0.5357142857142857,241,61
6,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",2,0.635593220338983,241,61
6,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",3,0.6140350877192983,242,60
6,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",4,0.5603448275862069,242,60
6,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",5,0.7083333333333334,242,60
6,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",1,0.5357142857142857,241,61
6,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",2,0.6410256410256411,241,61
6,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",3,0.5982905982905983,242,60
6,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",4,0.6086956521739131,242,60
6,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",5,0.7024793388429752,242,60
6,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",1,0.45871559633027525,241,61
6,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",2,0.6637168141592921,241,61
6,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",3,0.6140350877192983,242,60
6,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",4,0.5803571428571429,242,60
6,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",5,0.6837606837606838,242,60
6,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",1,0.7432432432432432,241,61
6,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",2,0.7876712328767124,241,61
6,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",3,0.7692307692307693,242,60
6,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",4,0.7615894039735099,242,60
6,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",5,0.738255033557047,242,60
6,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",1,0.7432432432432432,241,61
6,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",2,0.7876712328767124,241,61
6,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",3,0.7692307692307693,242,60
6,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",4,0.7615894039735099,242,60
6,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",5,0.738255033557047,242,60
6,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",1,0.7432432432432432,241,61
6,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",2,0.7876712328767124,241,61
6,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",3,0.7746478873239436,242,60
6,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",4,0.7615894039735099,242,60
6,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",5,0.738255033557047,242,60
6,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",1,0.7432432432432432,241,61
6,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",2,0.7876712328767124,241,61
6,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",3,0.7746478873239436,242,60
6,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",4,0.7615894039735099,242,60
6,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",5,0.738255033557047,242,60
6,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",1,0.7432432432432432,241,61
6,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",2,0.7876712328767124,241,61
6,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",3,0.7801418439716312,242,60
6,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",4,0.7615894039735099,242,60
6,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",5,0.738255033557047,242,60
6,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1,0.42452830188679247,241,61
6,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",2,0.5454545454545454,241,61
6,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",3,0.5188679245283019,242,60
6,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",4,0.5357142857142857,242,60
6,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",5,0.5405405405405406,242,60
6,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",1,0.24509803921568626,241,61
6,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",2,0.4166666666666667,241,61
6,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",3,0.5963302752293578,242,60
6,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",4,0.5357142857142857,242,60
6,KNN,2,"{""n_neighbors"": 5, ""weights"": ""uniform""}",5,0.625,242,60
6,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",1,0.20202020202020202,241,61
6,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",2,0.33653846153846156,241,61
6,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",3,0.5188679245283019,242,60
6,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",4,0.5909090909090909,242,60
6,KNN,3,"{""n_neighbors"": 7, ""weights"": ""uniform""}",5,0.5909090909090909,242,60
6,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",1,0.24509803921568626,241,61
6,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",2,0.45871559633027525,241,61
6,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",3,0.5963302752293578,242,60
6,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",4,0.5357142857142857,242,60
6,KNN,4,"{""n_neighbors"": 5, ""weights"": ""distance""}",5,0.625,242,60
6,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",1,0.29411764705882354,241,61
6,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",2,0.33653846153846156,241,61
6,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",3,0.5188679245283019,242,60
6,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",4,0.5045871559633027,242,60
6,KNN,5,"{""n_neighbors"": 9, ""weights"": ""distance""}",5,0.6194690265486725,242,60
6,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",1,0.49107142857142855,241,61
6,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",2,0.5508474576271186,241,61
6,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",3,0.646551724137931,242,60
6,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",4,0.48672566371681414,242,60
6,XGBoost,1,"{""learning_rate"": 0.05, ""max_depth"": 3, ""n_estimators"": 300}",5,0.6410256410256411,242,60
6,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",1,0.48672566371681414,241,61
6,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",2,0.6302521008403361,241,61
6,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",3,0.646551724137931,242,60
6,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",4,0.5217391304347826,242,60
6,XGBoost,2,"{""learning_rate"": 0.05, ""max_depth"": 4, ""n_estimators"": 300}",5,0.6410256410256411,242,60
6,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",1,0.4824561403508772,241,61
6,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",2,0.5932203389830508,241,61
6,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",3,0.6521739130434783,242,60
6,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",4,0.5217391304347826,242,60
6,XGBoost,3,"{""learning_rate"": 0.05, ""max_depth"": 6, ""n_estimators"": 300}",5,0.646551724137931,242,60
6,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",1,0.48672566371681414,241,61
6,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",2,0.5652173913043478,241,61
6,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",3,0.646551724137931,242,60
6,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",4,0.49107142857142855,242,60
6,XGBoost,4,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 200}",5,0.635593220338983,242,60
6,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",1,0.48672566371681414,241,61
6,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",2,0.603448275862069,241,61
6,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",3,0.646551724137931,242,60
6,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",4,0.48672566371681414,242,60
6,XGBoost,5,"{""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200}",5,0.603448275862069,242,60
7,Logistic Regression,1,"{""C"": 0.01}",1,0.5309734513274337,242,61
7,Logistic Regression,1,"{""C"": 0.01}",2,0.7522123893805309,242,61
7,Logistic Regression,1,"{""C"": 0.01}",3,0.6140350877192983,242,61
7,Logistic Regression,1,"{""C"": 0.01}",4,0.6967213114754098,243,60
7,Logistic Regression,1,"{""C"": 0.01}",5,0.5652173913043478,243,60
7,Logistic Regression,2,"{""C"": 0.1}",1,0.5357142857142857,242,61
7,Logistic Regression,2,"{""C"": 0.1}",2,0.7522123893805309,242,61
7,Logistic Regression,2,"{""C"": 0.1}",3,0.6086956521739131,242,61
7,Logistic Regression,2,"{""C"": 0.1}",4,0.7317073170731707,243,60
7,Logistic Regression,2,"{""C"": 0.1}",5,0.6086956521739131,243,60
7,Logistic Regression,3,"{""C"": 1.0}",1,0.5,242,61
7,Logistic Regression,3,"{""C"": 1.0}",2,0.7207207207207207,242,61
7,Logistic Regression,3,"{""C"": 1.0}",3,0.603448275862069,242,61
7,Logistic Regression,3,"{""C"": 1.0}",4,0.7142857142857143,243,60
7,Logistic Regression,3,"{""C"": 1.0}",5,0.6302521008403361,243,60
7,Logistic Regression,4,"{""C"": 10.0}",1,0.5,242,61
7,Logistic Regression,4,"{""C"": 10.0}",2,0.6818181818181818,242,61
7,Logistic Regression,4,"{""C"": 10.0}",3,0.603448275862069,242,61
7,Logistic Regression,4,"{""C"": 10.0}",4,0.7086614173228346,243,60
7,Logistic Regression,4,"{""C"": 10.0}",5,0.6611570247933884,243,60
7,Logistic Regression,5,"{""C"": 100.0}",1,0.5,242,61
7,Logistic Regression,5,"{""C"": 100.0}",2,0.6818181818181818,242,61
7,Logistic Regression,5,"{""C"": 100.0}",3,0.603448275862069,242,61
7,Logistic Regression,5,"{""C"": 100.0}",4,0.7421875,243,60
7,Logistic Regression,5,"{""C"": 100.0}",5,0.6611570247933884,243,60
7,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",1,0.4672897196261682,242,61
7,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",2,0.42857142857142855,242,61
7,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",3,0.4716981132075472,242,61
7,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",4,0.603448275862069,243,60
7,Random Forest,1,"{""max_depth"": null, ""min_samples_leaf"": 1}",5,0.4166666666666667,243,60
7,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",1,0.45045045045045046,242,61
7,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",2,0.6696428571428571,242,61
7,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",3,0.5405405405405406,242,61
7,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",4,0.6854838709677419,243,60
7,Random Forest,2,"{""max_depth"": null, ""min_samples_leaf"": 3}",5,0.5701754385964912,243,60
7,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",1,0.49107142857142855,242,61
7,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",2,0.6696428571428571,242,61
7,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",3,0.5309734513274337,242,61
7,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",4,0.6854838709677419,243,60
7,Random Forest,3,"{""max_depth"": 5, ""min_samples_leaf"": 1}",5,0.5555555555555556,243,60
7,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",1,0.5309734513274337,242,61
7,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",2,0.6696428571428571,242,61
7,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",3,0.5701754385964912,242,61
7,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",4,0.68,243,60
7,Random Forest,4,"{""max_depth"": 5, ""min_samples_leaf"": 3}",5,0.5652173913043478,243,60
7,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",1,0.4090909090909091,242,61
7,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",2,0.5909090909090909,242,61
7,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",3,0.5045871559633027,242,61
7,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",4,0.6302521008403361,243,60
7,Random Forest,5,"{""max_depth"": 10, ""min_samples_leaf"": 2}",5,0.6086956521739131,243,60
7,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",1,0.7482993197278912,242,61
7,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",2,0.782312925170068,242,61
7,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",3,0.7666666666666667,242,61
7,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",4,0.7718120805369127,243,60
7,Gaussian Naive Bayes,1,"{""var_smoothing"": 1e-11}",5,0.7534246575342466,243,60
7,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",1,0.7482993197278912,242,61
7,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",2,0.782312925170068,242,61
7,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",3,0.7666666666666667,242,61
7,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",4,0.7718120805369127,243,60
7,Gaussian Naive Bayes,2,"{""var_smoothing"": 1e-10}",5,0.7534246575342466,243,60
7,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",1,0.7482993197278912,242,61
7,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",2,0.782312925170068,242,61
7,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",3,0.7666666666666667,242,61
7,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",4,0.7718120805369127,243,60
7,Gaussian Naive Bayes,3,"{""var_smoothing"": 1e-09}",5,0.7534246575342466,243,60
7,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",1,0.7482993197278912,242,61
7,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",2,0.782312925170068,242,61
7,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",3,0.7666666666666667,242,61
7,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",4,0.7718120805369127,243,60
7,Gaussian Naive Bayes,4,"{""var_smoothing"": 1e-08}",5,0.7534246575342466,243,60
7,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",1,0.7482993197278912,242,61
7,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",2,0.782312925170068,242,61
7,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",3,0.7718120805369127,242,61
7,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",4,0.7718120805369127,243,60
7,Gaussian Naive Bayes,5,"{""var_smoothing"": 1e-07}",5,0.7534246575342466,243,60
7,KNN,1,"{""n_neighbors"": 3, ""weights"": ""uniform""}",1,0.4716981132075472,242,61
